YEAR   Pens-Base    Pens-Refm    Cons-Base    Cons-Refm    Wage-Base    Wage-Refm    Cap--Base    Cap--Refm    Corp-Base    Corp-Refm    GDP--Base    GDP--Refm    GDP--Diff
2039    2.5259       2.5259      41.9427      41.9431       4.3409       4.3412       3.0000       3.0000      20.0000      20.0000       2.8605       2.8605      -0.0002
2040    2.4551       2.4551      42.3848      42.3852       4.3941       4.3944       3.0000       3.0000      20.0000      20.0000       2.9781       2.9781      -0.0003
2041    2.3865       2.3865      42.8880      42.8884       4.4507       4.4510       3.0000       3.0000      20.0000      20.0000       3.0981       3.0981      -0.0004
2042    2.3198       2.3198      43.4580      43.4584       4.5112       4.5115       3.0000       3.0000      20.0000      20.0000       3.2204       3.2204      -0.0006
2043    2.2550       2.2550      44.0954      44.0959       4.5763       4.5766       3.0000       3.0000      20.0000      20.0000       3.3449       3.3449      -0.0007
2044    2.1947       2.1948      44.7790      44.7795       4.6454       4.6457       3.0000       3.0000      20.0000      20.0000       3.4704       3.4704      -0.0009
2045    2.1412       2.1412      45.5030      45.5035       4.7189       4.7193       3.0000       3.0000      20.0000      20.0000       3.5960       3.5959      -0.0010
2046    2.0962       2.0962      46.2635      46.2640       4.7972       4.7975       3.0000       3.0000      20.0000      20.0000       3.7210       3.7210      -0.0012
2047    2.0572       2.0573      47.0727      47.0733       4.8808       4.8812       3.0000       3.0000      20.0000      20.0000       3.8459       3.8458      -0.0014
2048    2.0453       2.0454      47.9054      47.9060       4.9708       4.9712       3.0000       3.0000      20.0000      20.0000       3.9675       3.9675      -0.0015
2049    2.0524       2.0525      47.9195      47.9201       4.9847       4.9851       3.0000       3.0000      20.0000      20.0000       4.0888       4.0888      -0.0016
2050    2.0733       2.0734      47.9691      47.9697       5.0018       5.0022       3.0000       3.0000      20.0000      20.0000       4.2107       4.2107      -0.0018
2051    2.1017       2.1018      48.0446      48.0452       5.0210       5.0214       3.0000       3.0000      20.0000      20.0000       4.3341       4.3340      -0.0019
2052    2.1384       2.1384      48.1290      48.1296       5.0411       5.0414       3.0000       3.0000      20.0000      20.0000       4.4589       4.4589      -0.0020
2053    2.1835       2.1836      48.2224      48.2230       5.0613       5.0616       3.0000       3.0000      20.0000      20.0000       4.5874       4.5873      -0.0021
2054    2.2389       2.2390      48.2914      48.2920       5.0798       5.0801       3.0000       3.0000      20.0000      20.0000       4.7165       4.7164      -0.0022
2055    2.3015       2.3016      48.3261      48.3267       5.0951       5.0954       3.0000       3.0000      20.0000      20.0000       4.8474       4.8473      -0.0022
2056    2.3682       2.3683      48.3351      48.3357       5.1073       5.1077       3.0000       3.0000      20.0000      20.0000       4.9808       4.9807      -0.0023
2057    2.4396       2.4397      48.3274      48.3280       5.1174       5.1177       3.0000       3.0000      20.0000      20.0000       5.1165       5.1164      -0.0023
2058    2.5166       2.5167      48.3101      48.3107       5.1262       5.1266       3.0000       3.0000      20.0000      20.0000       5.2538       5.2537      -0.0024
2059    2.6005       2.6006      48.2781      48.2787       5.1337       5.1341       3.0000       3.0000      20.0000      20.0000       5.3919       5.3918      -0.0024
2060    2.6791       2.6792      48.2584      48.2590       5.1399       5.1402       3.0000       3.0000      20.0000      20.0000       5.5333       5.5331      -0.0024
2061    2.7556       2.7558      48.2390      48.2396       5.1452       5.1456       3.0000       3.0000      20.0000      20.0000       5.6755       5.6754      -0.0024
2062    2.8308       2.8309      48.2282      48.2289       5.1505       5.1509       3.0000       3.0000      20.0000      20.0000       5.8184       5.8182      -0.0024
2063    2.9057       2.9059      48.2304      48.2310       5.1564       5.1567       3.0000       3.0000      20.0000      20.0000       5.9611       5.9609      -0.0024
2064    2.9815       2.9816      48.2242      48.2249       5.1609       5.1613       3.0000       3.0000      20.0000      20.0000       6.1028       6.1027      -0.0024
2065    3.0588       3.0589      48.2140      48.2147       5.1650       5.1653       3.0000       3.0000      20.0000      20.0000       6.2429       6.2428      -0.0024
2066    3.1376       3.1377      48.2049      48.2056       5.1691       5.1695       3.0000       3.0000      20.0000      20.0000       6.3807       6.3806      -0.0024
2067    3.2192       3.2193      48.2003      48.2010       5.1740       5.1743       3.0000       3.0000      20.0000      20.0000       6.5154       6.5153      -0.0024
2068    3.3055       3.3056      48.2024      48.2031       5.1802       5.1806       3.0000       3.0000      20.0000      20.0000       6.6460       6.6458      -0.0024
2069    3.3998       3.3999      48.2045      48.2052       5.1879       5.1883       3.0000       3.0000      20.0000      20.0000       6.7710       6.7708      -0.0024
2070    3.5041       3.5042      48.2054      48.2062       5.1975       5.1979       3.0000       3.0000      20.0000      20.0000       6.8893       6.8891      -0.0024
2071    3.6188       3.6189      48.2051      48.2058       5.2091       5.2095       3.0000       3.0000      20.0000      20.0000       7.0003       7.0002      -0.0024
2072    3.7425       3.7426      48.1852      48.1859       5.2211       5.2215       3.0000       3.0000      20.0000      20.0000       7.1043       7.1042      -0.0024
2073    3.8693       3.8694      48.1771      48.1779       5.2340       5.2343       3.0000       3.0000      20.0000      20.0000       7.2049       7.2047      -0.0024
2074    3.9952       3.9953      48.1850      48.1857       5.2474       5.2478       3.0000       3.0000      20.0000      20.0000       7.3031       7.3030      -0.0024
2075    4.1180       4.1182      48.2131      48.2139       5.2617       5.2621       3.0000       3.0000      20.0000      20.0000       7.3997       7.3996      -0.0024
2076    4.2373       4.2375      48.2606      48.2614       5.2767       5.2770       3.0000       3.0000      20.0000      20.0000       7.4949       7.4947      -0.0024
2077    4.3535       4.3537      48.3254      48.3262       5.2922       5.2926       3.0000       3.0000      20.0000      20.0000       7.5888       7.5886      -0.0024
2078    4.4670       4.4671      48.3983      48.3991       5.3081       5.3085       3.0000       3.0000      20.0000      20.0000       7.6811       7.6809      -0.0024
2079    4.5770       4.5771      48.4761      48.4768       5.3240       5.3244       3.0000       3.0000      20.0000      20.0000       7.7720       7.7718      -0.0024
2080    4.6831       4.6833      48.5556      48.5564       5.3399       5.3403       3.0000       3.0000      20.0000      20.0000       7.8618       7.8616      -0.0024
2081    4.7856       4.7857      48.6341      48.6349       5.3557       5.3560       3.0000       3.0000      20.0000      20.0000       7.9505       7.9503      -0.0024
2082    4.8851       4.8853      48.7077      48.7085       5.3710       5.3714       3.0000       3.0000      20.0000      20.0000       8.0380       8.0378      -0.0025
2083    4.9796       4.9798      48.8031      48.8038       5.3882       5.3886       3.0000       3.0000      20.0000      20.0000       8.1252       8.1250      -0.0025
2084    5.0670       5.0672      48.8589      48.8597       5.4003       5.4007       3.0000       3.0000      20.0000      20.0000       8.1890       8.1888      -0.0025
2085    5.1509       5.1511      48.8775      48.8783       5.4123       5.4126       3.0000       3.0000      20.0000      20.0000       8.2715       8.2713      -0.0025
2086    5.2278       5.2280      48.8860      48.8868       5.4231       5.4235       3.0000       3.0000      20.0000      20.0000       8.3538       8.3536      -0.0025
2087    5.2991       5.2993      48.8795      48.8802       5.4326       5.4330       3.0000       3.0000      20.0000      20.0000       8.4357       8.4355      -0.0025
2088    5.3661       5.3663      48.8545      48.8553       5.4406       5.4410       3.0000       3.0000      20.0000      20.0000       8.5168       8.5166      -0.0026
2089    5.4301       5.4303      48.8096      48.8103       5.4471       5.4475       3.0000       3.0000      20.0000      20.0000       8.5970       8.5968      -0.0026
2090    5.4920       5.4922      48.7457      48.7465       5.4522       5.4526       3.0000       3.0000      20.0000      20.0000       8.6761       8.6759      -0.0026
2091    5.5535       5.5536      48.6661      48.6669       5.4564       5.4567       3.0000       3.0000      20.0000      20.0000       8.7539       8.7536      -0.0026
2092    5.6221       5.6223      48.5645      48.5653       5.4599       5.4603       3.0000       3.0000      20.0000      20.0000       8.8285       8.8282      -0.0026
2093    5.6892       5.6894      48.4513      48.4520       5.4625       5.4628       3.0000       3.0000      20.0000      20.0000       8.9023       8.9021      -0.0027
2094    5.7569       5.7571      48.3264      48.3271       5.4643       5.4647       3.0000       3.0000      20.0000      20.0000       8.9750       8.9747      -0.0027
2095    5.8266       5.8268      48.1945      48.1953       5.4659       5.4663       3.0000       3.0000      20.0000      20.0000       9.0463       9.0460      -0.0027
2096    5.8981       5.8983      48.0598      48.0605       5.4676       5.4680       3.0000       3.0000      20.0000      20.0000       9.1164       9.1161      -0.0027
2097    5.9703       5.9705      47.9267      47.9275       5.4696       5.4700       3.0000       3.0000      20.0000      20.0000       9.1859       9.1856      -0.0027
2098    6.0417       6.0419      47.7996      47.8004       5.4720       5.4724       3.0000       3.0000      20.0000      20.0000       9.2554       9.2551      -0.0027
2099    6.1108       6.1110      47.6811      47.6818       5.4750       5.4753       3.0000       3.0000      20.0000      20.0000       9.3255       9.3252      -0.0027
2100    6.1767       6.1769      47.5724      47.5732       5.4784       5.4787       3.0000       3.0000      20.0000      20.0000       9.3966       9.3964      -0.0028
2101    6.2390       6.2392      47.4740      47.4747       5.4822       5.4826       3.0000       3.0000      20.0000      20.0000       9.4692       9.4689      -0.0028
2102    6.2969       6.2971      47.3850      47.3858       5.4864       5.4867       3.0000       3.0000      20.0000      20.0000       9.5434       9.5431      -0.0028
2103    6.3498       6.3500      47.3056      47.3064       5.4906       5.4910       3.0000       3.0000      20.0000      20.0000       9.6196       9.6194      -0.0028
2104    6.3970       6.3972      47.2357      47.2364       5.4949       5.4953       3.0000       3.0000      20.0000      20.0000       9.6981       9.6978      -0.0028
2105    6.4382       6.4384      47.1746      47.1753       5.4991       5.4994       3.0000       3.0000      20.0000      20.0000       9.7788       9.7785      -0.0028
2106    6.4730       6.4732      47.1219      47.1226       5.5029       5.5033       3.0000       3.0000      20.0000      20.0000       9.8620       9.8617      -0.0028
2107    6.5008       6.5010      47.0771      47.0778       5.5064       5.5067       3.0000       3.0000      20.0000      20.0000       9.9477       9.9475      -0.0028
2108    6.5212       6.5214      47.0381      47.0387       5.5091       5.5095       3.0000       3.0000      20.0000      20.0000      10.0360      10.0357      -0.0029
