POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
 44  .151928 .149021 .133122 .097697 .057810 .037200 .039795 .051977
 45  .151791 .148888 .133006 .097622 .057792 .037230 .039859 .052069
 46  .151536 .148637 .132784 .097473 .057741 .037265 .039950 .052201
 47  .151104 .148216 .132419 .097232 .057647 .037275 .040011 .052292
 48  .150954 .148069 .132291 .097149 .057624 .037304 .040075 .052383
 49  .150684 .147805 .132057 .096988 .057560 .037318 .040135 .052473
 50  .150525 .147649 .131922 .096903 .057543 .037363 .040227 .052601
 
JAHR      31      32      33      34      35      36      37      38
-48  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-47  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-46  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-45  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-44  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-43  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-42  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-41  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-40  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-39  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-38  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-37  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-36  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-35  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-34  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-33  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-32  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-31  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-30  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-29  .098222 .073666 .049111 .024555 .081851 .065481 .049111 .032741
-28  .096926 .072694 .048463 .024231 .080826 .064660 .048495 .032330
-27  .094291 .070718 .047146 .023573 .078072 .062458 .046843 .031229
-26  .091656 .068742 .045828 .022914 .075264 .060212 .045159 .030106
-25  .089021 .066766 .044511 .022255 .072511 .058009 .043506 .029004
-24  .086387 .064790 .043193 .021597 .069757 .055806 .041854 .027903
-23  .079346 .059510 .039673 .019837 .061389 .049111 .036833 .024555
-22  .078180 .058635 .039090 .019545 .056961 .045569 .034177 .022784
-21  .076366 .057274 .038183 .019091 .056259 .045007 .033756 .022504
-20  .074595 .055946 .037297 .018649 .055557 .044446 .033334 .022223
-19  .075243 .056432 .037621 .018811 .057501 .046001 .034501 .023000
-18  .071485 .053614 .035742 .017871 .054532 .043625 .032719 .021813
-17  .070362 .052771 .035181 .017590 .051778 .041422 .031067 .020711
-16  .069282 .051962 .034641 .017321 .051670 .041336 .031002 .020668
-15  .064747 .048560 .032373 .016187 .043841 .035073 .026305 .017536
-14  .060125 .045094 .030063 .015031 .042437 .033950 .025462 .016975
-13  .058181 .043636 .029091 .014545 .041520 .033216 .024912 .016608
-12  .056238 .042178 .028119 .014059 .040656 .032525 .024393 .016262
-11  .055676 .041757 .027838 .013919 .039792 .031833 .023875 .015917
-10  .054985 .041239 .027493 .013746 .038820 .031056 .023292 .015528
 -9  .050536 .037902 .025268 .012634 .036066 .028853 .021640 .014427
 -8  .048808 .036606 .024404 .012202 .035634 .028508 .021381 .014254
 -7  .049370 .037027 .024685 .012342 .032989 .026391 .019793 .013196
 -6  .049111 .036833 .024555 .012278 .032179 .025743 .019307 .012872
 -5  .048808 .036606 .024404 .012202 .031369 .025095 .018821 .012548
 -4  .048549 .036412 .024275 .012137 .030559 .024447 .018336 .012224
 -3  .047081 .035311 .023540 .011770 .029695 .023756 .017817 .011878
 -2  .045958 .034468 .022979 .011489 .029641 .023713 .017785 .011857
 -1  .044835 .033626 .022417 .011209 .029587 .023670 .017752 .011835
  0  .043539 .032654 .021769 .010885 .028670 .022936 .017202 .011468
  1  .041724 .031293 .020862 .010431 .026969 .021576 .016182 .010788
  2  .040166 .030124 .020083 .010041 .025861 .020689 .015517 .010344
  3  .040250 .030188 .020125 .010063 .025725 .020580 .015435 .010290
  4  .040335 .030251 .020167 .010084 .025589 .020471 .015353 .010235
  5  .040419 .030315 .020210 .010105 .025506 .020405 .015304 .010203
  6  .040504 .030378 .020252 .010126 .025315 .020252 .015189 .010126
  7  .040589 .030442 .020294 .010147 .025178 .020142 .015107 .010071
  8  .040674 .030505 .020337 .010168 .024986 .019989 .014991 .009994
  9  .040759 .030569 .020379 .010190 .024848 .019878 .014909 .009939
 10  .040844 .030633 .020422 .010211 .024655 .019724 .014793 .009862
 11  .041121 .030841 .020561 .010280 .024686 .019749 .014812 .009874
 12  .041400 .031050 .020700 .010350 .024661 .019729 .014797 .009864
 13  .041678 .031259 .020839 .010420 .024634 .019707 .014780 .009854
 14  .041957 .031468 .020979 .010489 .024661 .019729 .014797 .009864
 15  .042237 .031678 .021118 .010559 .024631 .019705 .014778 .009852
 16  .042472 .031854 .021236 .010618 .024655 .019724 .014793 .009862
 17  .042752 .032064 .021376 .010688 .024621 .019697 .014773 .009848
 18  .043033 .032275 .021516 .010758 .024642 .019714 .014785 .009857
 19  .043314 .032486 .021657 .010829 .024662 .019730 .014797 .009865
 20  .043550 .032662 .021775 .010887 .024681 .019745 .014809 .009873
 21  .043432 .032574 .021716 .010858 .024474 .019579 .014684 .009789
 22  .043268 .032451 .021634 .010817 .024324 .019459 .014595 .009730
 23  .043150 .032363 .021575 .010788 .024118 .019294 .014471 .009647
 24  .042986 .032240 .021493 .010747 .023970 .019176 .014382 .009588
 25  .042868 .032151 .021434 .010717 .023765 .019012 .014259 .009506
 26  .042703 .032028 .021352 .010676 .023618 .018894 .014171 .009447
 27  .042584 .031938 .021292 .010646 .023471 .018777 .014082 .009388
 28  .042420 .031815 .021210 .010605 .023324 .018659 .013995 .009330
 29  .042256 .031692 .021128 .010564 .023178 .018543 .013907 .009271
 30  .042136 .031602 .021068 .010534 .022977 .018382 .013786 .009191
 31  .042180 .031635 .021090 .010545 .023001 .018401 .013801 .009200
 32  .042224 .031668 .021112 .010556 .022970 .018376 .013782 .009188
 33  .042313 .031735 .021157 .010578 .022938 .018350 .013763 .009175
 34  .042357 .031768 .021179 .010589 .022906 .018325 .013744 .009163
 35  .042402 .031801 .021201 .010600 .022930 .018344 .013758 .009172
 36  .042446 .031835 .021223 .010612 .022899 .018319 .013739 .009159
 37  .042490 .031868 .021245 .010623 .022867 .018293 .013720 .009147
 38  .042579 .031935 .021290 .010645 .022890 .018312 .013734 .009156
 39  .042624 .031968 .021312 .010656 .022858 .018287 .013715 .009143
 40  .042668 .032001 .021334 .010667 .022882 .018306 .013729 .009153
 41  .042808 .032106 .021404 .010702 .022901 .018320 .013740 .009160
 42  .042947 .032210 .021474 .010737 .022975 .018380 .013785 .009190
 43  .043087 .032315 .021543 .010772 .023050 .018440 .013830 .009220
 44  .043226 .032420 .021613 .010807 .023068 .018454 .013841 .009227
 45  .043366 .032524 .021683 .010841 .023142 .018514 .013885 .009257
 46  .043551 .032663 .021775 .010888 .023216 .018573 .013930 .009287
 47  .043690 .032768 .021845 .010923 .023291 .018633 .013975 .009316
 48  .043830 .032873 .021915 .010958 .023308 .018646 .013985 .009323
 49  .043970 .032977 .021985 .010992 .023382 .018706 .014029 .009353
 50  .044109 .033082 .022055 .011027 .023456 .018765 .014074 .009382
 
JAHR      39      40      41      42      43      44      45
-48  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-47  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-46  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-45  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-44  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-43  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-42  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-41  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-40  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-39  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-38  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-37  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-36  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-35  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-34  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-33  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-32  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-31  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-30  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-29  .016370 .037254 .029803 .022353 .014902 .007451 .052804
-28  .016165 .036822 .029458 .022093 .014729 .007364 .051832
-27  .015614 .035634 .028508 .021381 .014254 .007127 .046001
-26  .015053 .034447 .027557 .020668 .013779 .006889 .040170
-25  .014502 .033259 .026607 .019955 .013304 .006652 .034339
-24  .013951 .032071 .025657 .019243 .012828 .006414 .028346
-23  .012278 .030559 .024447 .018336 .012224 .006112 .030289
-22  .011392 .026024 .020819 .015614 .010410 .005205 .027536
-21  .011252 .025808 .020646 .015485 .010323 .005162 .030937
-20  .011111 .025592 .020474 .015355 .010237 .005118 .034501
-19  .011500 .024674 .019739 .014805 .009870 .004935 .033043
-18  .010906 .025970 .020776 .015582 .010388 .005194 .037254
-17  .010356 .026078 .020862 .015647 .010431 .005216 .038226
-16  .010334 .025214 .020171 .015128 .010086 .005043 .035149
-15  .008768 .021543 .017234 .012926 .008617 .004309 .028022
-14  .008487 .020463 .016370 .012278 .008185 .004093 .024134
-13  .008304 .019545 .015636 .011727 .007818 .003909 .022191
-12  .008131 .018627 .014902 .011176 .007451 .003725 .020085
-11  .007958 .018033 .014427 .010820 .007213 .003607 .018789
-10  .007764 .017385 .013908 .010431 .006954 .003477 .017331
 -9  .007213 .016521 .013217 .009913 .006609 .003304 .019599
 -8  .007127 .016683 .013347 .010010 .006673 .003337 .018465
 -7  .006598 .015388 .012310 .009233 .006155 .003078 .016359
 -6  .006436 .015334 .012267 .009200 .006133 .003067 .016359
 -5  .006274 .015334 .012267 .009200 .006133 .003067 .016521
 -4  .006112 .015280 .012224 .009168 .006112 .003056 .016521
 -3  .005939 .014038 .011230 .008423 .005615 .002808 .012958
 -2  .005928 .013336 .010669 .008002 .005334 .002667 .013120
 -1  .005917 .012688 .010150 .007613 .005075 .002538 .013282
  0  .005734 .011716 .009373 .007030 .004686 .002343 .012472
  1  .005394 .011458 .009166 .006875 .004583 .002292 .011836
  2  .005172 .010009 .008007 .006005 .004004 .002002 .010712
  3  .005145 .009911 .007929 .005947 .003964 .001982 .010561
  4  .005118 .009867 .007893 .005920 .003947 .001973 .010246
  5  .005101 .009768 .007815 .005861 .003907 .001954 .010094
  6  .005063 .009670 .007736 .005802 .003868 .001934 .009778
  7  .005036 .009571 .007657 .005742 .003828 .001914 .009625
  8  .004997 .009472 .007577 .005683 .003789 .001894 .009308
  9  .004970 .009427 .007541 .005656 .003771 .001885 .009154
 10  .004931 .009327 .007462 .005596 .003731 .001865 .008836
 11  .004937 .009271 .007417 .005563 .003708 .001854 .008722
 12  .004932 .009269 .007415 .005561 .003707 .001854 .008441
 13  .004927 .009210 .007368 .005526 .003684 .001842 .008322
 14  .004932 .009206 .007365 .005524 .003682 .001841 .008202
 15  .004926 .009145 .007316 .005487 .003658 .001829 .008079
 16  .004931 .009140 .007312 .005484 .003656 .001828 .007955
 17  .004924 .009134 .007307 .005480 .003653 .001827 .007829
 18  .004928 .009070 .007256 .005442 .003628 .001814 .007701
 19  .004932 .009062 .007250 .005437 .003625 .001812 .007399
 20  .004936 .009054 .007243 .005432 .003621 .001811 .007266
 21  .004895 .008962 .007170 .005377 .003585 .001792 .007239
 22  .004865 .008871 .007097 .005323 .003548 .001774 .007040
 23  .004824 .008781 .007024 .005268 .003512 .001756 .006842
 24  .004794 .008690 .006952 .005214 .003476 .001738 .006816
 25  .004753 .008657 .006926 .005194 .003463 .001731 .006620
 26  .004724 .008568 .006854 .005141 .003427 .001714 .006426
 27  .004694 .008479 .006783 .005087 .003391 .001696 .006401
 28  .004665 .008446 .006757 .005068 .003378 .001689 .006209
 29  .004636 .008358 .006686 .005015 .003343 .001672 .006185
 30  .004595 .008270 .006616 .004962 .003308 .001654 .005994
 31  .004600 .008278 .006623 .004967 .003311 .001656 .006000
 32  .004594 .008231 .006585 .004939 .003293 .001646 .005840
 33  .004588 .008240 .006592 .004944 .003296 .001648 .005846
 34  .004581 .008249 .006599 .004949 .003299 .001650 .005852
 35  .004586 .008201 .006561 .004921 .003281 .001640 .005691
 36  .004580 .008210 .006568 .004926 .003284 .001642 .005697
 37  .004573 .008219 .006575 .004931 .003287 .001644 .005703
 38  .004578 .008171 .006537 .004903 .003268 .001634 .005709
 39  .004572 .008180 .006544 .004908 .003272 .001636 .005546
 40  .004576 .008132 .006506 .004879 .003253 .001626 .005552
 41  .004580 .008159 .006527 .004895 .003263 .001632 .005570
 42  .004595 .008185 .006548 .004911 .003274 .001637 .005589
 43  .004610 .008212 .006569 .004927 .003285 .001642 .005607
 44  .004614 .008238 .006591 .004943 .003295 .001648 .005454
 45  .004628 .008265 .006612 .004959 .003306 .001653 .005472
 46  .004643 .008234 .006588 .004941 .003294 .001647 .005490
 47  .004658 .008261 .006609 .004956 .003304 .001652 .005507
 48  .004662 .008287 .006630 .004972 .003315 .001657 .005525
 49  .004676 .008314 .006651 .004988 .003325 .001663 .005542
 50  .004691 .008340 .006672 .005004 .003336 .001668 .005560


RUSSIA (fertility rates for Russia adjusted (multyplied) for those not in 23-45 age group)                                                                 
JAHR      23      24      25      26      27      28      29      30
-48  .115290 .111670 .107929 .104552 .100879 .095787 .088414 .079190
-47  .114550 .110752 .106843 .103360 .099661 .094623 .087379 .078327
-46  .113599 .109561 .105424 .101797 .098060 .093091 .086013 .077187
-45  .112165 .107736 .103227 .099362 .095557 .090693 .083869 .075390
-44  .110126 .105082 .099985 .095742 .091822 .087101 .080652 .072685
-43  .103908 .098253 .092584 .088004 .084061 .079668 .073885 .066806
-42  .102274 .095904 .089549 .084516 .080404 .076110 .070654 .064035
-41  .101813 .094826 .087876 .082435 .078128 .073826 .068501 .062095
-40  .102609 .095012 .087466 .081592 .077024 .072579 .067176 .060722
-39  .104572 .096265 .088020 .081620 .076687 .071962 .066286 .059554
-38  .111086 .101650 .092287 .085031 .079465 .074183 .067893 .060478
-37  .113469 .103373 .093357 .085596 .079655 .074038 .067378 .059561
-36  .115114 .104571 .094111 .086005 .079797 .073930 .066982 .058842
-35  .116184 .105338 .094574 .086227 .079823 .073757 .066565 .058144
-34  .116978 .105879 .094863 .086310 .079731 .073473 .066034 .057322
-33  .119814 .108265 .096797 .087885 .081007 .074433 .066596 .057410
-32  .120440 .108694 .097029 .087957 .080941 .074213 .066176 .056750
-31  .120991 .109105 .097300 .088116 .081011 .074192 .066040 .056477
-30  .121610 .109612 .097698 .088433 .081273 .074412 .066218 .056603
-29  .122415 .110311 .098293 .088955 .081759 .074888 .066698 .057090
-28  .126543 .114022 .101595 .091951 .084541 .077499 .069127 .059307
-27  .127298 .114729 .102255 .092583 .085165 .078136 .069794 .060007
-26  .127771 .115228 .102780 .093127 .085725 .078713 .070386 .060615
-25  .127998 .115558 .103211 .093631 .086272 .079276 .070955 .061181
-24  .128036 .115761 .103575 .094110 .086812 .079839 .071514 .061726
-23  .129370 .117128 .104969 .095513 .088197 .081169 .072750 .062841
-22  .129077 .116878 .104764 .095340 .088045 .081034 .072634 .062751
-21  .128473 .116093 .103804 .094261 .086915 .079913 .071573 .061785
-20  .127384 .114507 .101738 .091866 .084364 .077363 .069146 .059557
-19  .125796 .112038 .098416 .087957 .080175 .073158 .065132 .055860
-18  .118140 .103886 .089801 .079073 .071282 .064559 .057130 .048668
-17  .116516 .101353 .086388 .075051 .066965 .060215 .052966 .044808
-16  .114767 .099234 .083914 .072336 .064144 .057412 .050282 .042310
-15  .112068 .096891 .081920 .070597 .062569 .055945 .048905 .041025
-14  .107889 .093812 .079913 .069360 .061783 .055379 .048431 .040587
-13  .089748 .078855 .068080 .059840 .053785 .048447 .042455 .035597
-12  .085609 .076031 .066539 .059218 .053697 .048612 .042711 .035870
-11  .082616 .074084 .065611 .059022 .053930 .049054 .043237 .036421
-10  .080370 .072743 .065153 .059202 .054490 .049812 .044095 .037332
 -9  .078342 .071654 .064982 .059697 .055391 .050937 .045350 .038676
 -8  .073031 .067600 .062162 .057793 .054096 .050076 .044881 .038603
 -7  .071575 .066927 .062255 .058444 .055090 .051268 .046199 .040015
 -6  .070363 .066363 .062326 .058977 .055912 .052260 .047306 .041214
 -5  .069053 .065723 .062342 .059474 .056709 .053242 .048422 .042443
 -4  .067380 .064878 .062308 .060033 .057644 .054412 .049766 .043945
 -3  .064766 .063248 .061643 .060080 .058152 .055228 .050840 .045267
 -2  .063104 .062386 .061567 .060580 .059022 .056338 .052141 .046744
 -1  .061670 .061598 .061412 .060894 .059645 .057173 .053160 .047944
  0  .060174 .060719 .061140 .061076 .060133 .057892 .054096 .049103
  1  .058389 .059638 .060751 .061209 .060628 .058668 .055152 .050451
  2  .054748 .056714 .058539 .059544 .059371 .057777 .054673 .050436
  3  .053413 .055949 .058335 .059762 .059881 .058513 .055631 .051626
  4  .052807 .055679 .058396 .060069 .060351 .059100 .056323 .052422
  5  .052911 .055931 .058790 .060563 .060900 .059665 .056876 .052949
  6  .053622 .056664 .059543 .061318 .061629 .060330 .057432 .053365
  7  .055319 .058353 .061217 .062962 .063205 .061775 .058672 .054346
  8  .056333 .059309 .062112 .063797 .063966 .062427 .059163 .054639
  9  .057181 .060104 .062851 .064481 .064586 .062953 .059552 .054859
 10  .057986 .060862 .063559 .065140 .065184 .063460 .059926 .055068
 11  .058897 .061729 .064376 .065908 .065885 .064057 .060368 .055319
 12  .060426 .063236 .065857 .067347 .067249 .065287 .061388 .056077
 13  .061290 .064064 .066644 .068091 .067932 .065871 .061823 .056326
 14  .061993 .064737 .067285 .068696 .068485 .066342 .062172 .056524
 15  .062687 .065399 .067912 .069287 .069024 .066799 .062505 .056705
 16  .063519 .066191 .068661 .069989 .069663 .067338 .062895 .056911
 17  .064921 .067563 .069996 .071276 .070872 .068413 .063764 .057521
 18  .065750 .068349 .070737 .071969 .071502 .068941 .064141 .057713
 19  .066431 .068994 .071343 .072535 .072013 .069369 .064445 .057864
 20  .067101 .069629 .071938 .073089 .072513 .069785 .064737 .058001
 21  .067905 .070387 .072648 .073749 .073107 .070277 .065077 .058156
 22  .069199 .071641 .073856 .074903 .074181 .071215 .065809 .058632
 23  .069997 .072393 .074559 .075555 .074766 .071699 .066142 .058777
 24  .070654 .073011 .075134 .076088 .075244 .072092 .066409 .058890
 25  .071305 .073622 .075703 .076612 .075712 .072475 .066666 .058992
 26  .072086 .074352 .076381 .077238 .076269 .072928 .066966 .059106
 27  .073303 .075521 .077494 .078291 .077238 .073761 .067595 .059480
 28  .074076 .076243 .078164 .078907 .077785 .074205 .067886 .059584
 29  .074706 .076832 .078708 .079407 .078229 .074562 .068118 .059661
 30  .075323 .077408 .079240 .079895 .078660 .074908 .068337 .059726
 31  .076060 .078095 .079873 .080474 .079172 .075316 .068592 .059794
 32  .077149 .079131 .080851 .081390 .080002 .076012 .069088 .060043
 33  .077891 .079822 .081488 .081971 .080513 .076417 .069339 .060104
 34  .078517 .080404 .082022 .082458 .080942 .076757 .069547 .060151
 35  .079153 .080993 .082562 .082950 .081373 .077097 .069755 .060196
 36  .079917 .081701 .083210 .083538 .081888 .077504 .070002 .060249
 37  .081014 .082738 .084182 .084444 .082705 .078184 .070479 .060475
 38  .081701 .083376 .084768 .084978 .083174 .078556 .070709 .060532
 39  .082148 .083794 .085153 .085331 .083488 .078809 .070873 .060586
 40  .082417 .084049 .085394 .085556 .083692 .078982 .070998 .060653
 41  .082592 .084221 .085564 .085722 .083850 .079123 .071116 .060741
 42  .082917 .084553 .085901 .086060 .084181 .079437 .071399 .060985
 43  .083011 .084652 .086006 .086167 .084288 .079542 .071499 .061076
 44  .083080 .084726 .086084 .086248 .084370 .079622 .071576 .061148
 45  .083151 .084800 .086161 .086327 .084449 .079700 .071649 .061216
 46  .083242 .084895 .086259 .086426 .084547 .079793 .071735 .061293
 47  .083504 .085163 .086531 .086700 .084815 .080047 .071964 .061490
 48  .083599 .085259 .086630 .086800 .084913 .080139 .072047 .061561
 49  .083672 .085334 .086705 .086875 .084986 .080208 .072109 .061614
 50  .083733 .085396 .086768 .086938 .085048 .080267 .072162 .061658
                                                                     
JAHR      31      32      33      34      35      36      37      38
-48  .071303 .064999 .059168 .052594 .045129 .039001 .034251 .029952
-47  .070582 .064371 .058591 .052041 .044589 .038473 .033742 .029479
-46  .069627 .063538 .057824 .051309 .043876 .037775 .033070 .028855
-45  .068118 .062217 .056608 .050147 .042749 .036676 .032013 .027873
-44  .065838 .060217 .054766 .048390 .041047 .035020 .030420 .026394
-43  .060706 .055619 .050555 .044515 .037508 .031755 .027400 .023655
-42  .058324 .053503 .048601 .042668 .035748 .030066 .025790 .022161
-41  .056576 .051902 .047117 .041295 .034489 .028900 .024703 .021157
-40  .055193 .050552 .045853 .040173 .033545 .028104 .024005 .020526
-39  .053840 .049142 .044519 .039031 .032670 .027446 .023484 .020070
-38  .054254 .049272 .044557 .039114 .032863 .027731 .023803 .020344
-37  .053052 .047948 .043276 .038015 .032028 .027119 .023332 .019944
-36  .052097 .046880 .042213 .037051 .031223 .026455 .022772 .019459
-35  .051186 .045847 .041140 .036003 .030238 .025542 .021937 .018723
-34  .050133 .044645 .039856 .034680 .028907 .024234 .020700 .017622
-33  .049835 .044073 .039082 .033732 .027798 .023035 .019505 .016536
-32  .048978 .043074 .037978 .032539 .026528 .021733 .018240 .015394
-31  .048588 .042590 .037409 .031878 .025772 .020920 .017423 .014635
-30  .048664 .042610 .037353 .031716 .025483 .020533 .016986 .014190
-29  .049144 .043053 .037715 .031943 .025538 .020447 .016801 .013942
-28  .051172 .044895 .039329 .033249 .026471 .021073 .017203 .014168
-27  .051886 .045589 .039955 .033752 .026814 .021277 .017298 .014171
-26  .052500 .046189 .040513 .034238 .027204 .021581 .017530 .014330
-25  .053058 .046737 .041045 .034744 .027675 .022015 .017922 .014663
-24  .053591 .047265 .041578 .035291 .028237 .022582 .018469 .015159
-23  .054608 .048219 .042497 .036188 .029114 .023434 .019278 .015891
-22  .054547 .048196 .042530 .036302 .029327 .023721 .019601 .016210
-21  .053673 .047416 .041858 .035772 .028963 .023489 .019459 .016126
-20  .051639 .045559 .040196 .034350 .027823 .022580 .018721 .015530
-19  .048248 .042448 .037385 .031908 .025809 .020920 .017333 .014383
-18  .041779 .036587 .032120 .027342 .022047 .017816 .014733 .012219
-17  .038216 .033300 .029128 .024717 .019851 .015978 .013175 .010917
-16  .035895 .031142 .027150 .022965 .018367 .014720 .012096 .010008
-15  .034685 .029997 .026078 .021989 .017509 .013965 .011431 .009433
-14  .034251 .029556 .025630 .021539 .017065 .013534 .011021 .009061
-13  .030021 .025867 .022379 .018741 .014766 .011634 .009416 .007703
-12  .030271 .026076 .022531 .018820 .014766 .011573 .009318 .007589
-11  .030812 .026579 .022969 .019164 .014997 .011713 .009398 .007629
-10  .031733 .027465 .023774 .019840 .015510 .012091 .009679 .007837
 -9  .033108 .028808 .025014 .020901 .016342 .012731 .010176 .008222
 -8  .033321 .029176 .025430 .021291 .016666 .012988 .010375 .008371
 -7  .034774 .030607 .026766 .022459 .017616 .013751 .010994 .008868
 -6  .036020 .031847 .027943 .023515 .018511 .014505 .011632 .009397
 -5  .037317 .033157 .029211 .024689 .019554 .015425 .012443 .010088
 -4  .038915 .034787 .030807 .026192 .020923 .016664 .013552 .011046
 -3  .040409 .036365 .032392 .027721 .022354 .017991 .014763 .012101
 -2  .042004 .038004 .034006 .029252 .023758 .019269 .015915 .013103
 -1  .043326 .039378 .035366 .030539 .024934 .020337 .016877 .013940
  0  .044642 .040765 .036743 .031840 .026112 .021398 .017830 .014775
  1  .046198 .042418 .038387 .033386 .027505 .022644 .018944 .015753
  2  .046539 .042977 .039055 .034091 .028209 .023327 .019592 .016347
  3  .047891 .044401 .040461 .035404 .029381 .024367 .020517 .017158
  4  .048755 .045287 .041323 .036200 .030082 .024984 .021063 .017635
  5  .049253 .045754 .041753 .036580 .030402 .025254 .021295 .017835
  6  .049553 .045974 .041914 .036695 .030473 .025294 .021317 .017849
  7  .050317 .046581 .042404 .037077 .030748 .025490 .021461 .017957
  8  .050451 .046609 .042369 .037003 .030647 .025375 .021344 .017847
  9  .050536 .046606 .042314 .036917 .030541 .025261 .021229 .017742
 10  .050613 .046596 .042253 .036828 .030434 .025145 .021116 .017637
 11  .050710 .046592 .042191 .036731 .030315 .025017 .020989 .017520
 12  .051252 .046982 .042476 .036931 .030436 .025082 .021020 .017535
 13  .051351 .046984 .042421 .036842 .030325 .024962 .020901 .017425
 14  .051426 .046978 .042368 .036762 .030229 .024858 .020798 .017331
 15  .051485 .046957 .042301 .036671 .030122 .024746 .020688 .017230
 16  .051542 .046919 .042208 .036548 .029982 .024601 .020548 .017101
 17  .051942 .047174 .042368 .036636 .030008 .024586 .020511 .017057
 18  .051986 .047121 .042261 .036500 .029858 .024432 .020362 .016922
 19  .052013 .047069 .042163 .036381 .029727 .024298 .020233 .016805
 20  .052027 .047003 .042054 .036249 .029585 .024155 .020097 .016682
 21  .052032 .046912 .041911 .036081 .029407 .023976 .019926 .016528
 22  .052300 .047041 .041952 .036062 .029341 .023883 .019823 .016428
 23  .052296 .046941 .041800 .035885 .029155 .023697 .019646 .016270
 24  .052285 .046851 .041667 .035733 .028995 .023539 .019497 .016136
 25  .052264 .046749 .041525 .035572 .028829 .023375 .019342 .015997
 26  .052228 .046619 .041344 .035370 .028621 .023172 .019150 .015825
 27  .052397 .046652 .041296 .035273 .028491 .023025 .019001 .015685
 28  .052352 .046512 .041107 .035063 .028277 .022817 .018805 .015510
 29  .052306 .046388 .040943 .034884 .028095 .022641 .018641 .015363
 30  .052247 .046253 .040768 .034696 .027906 .022459 .018472 .015214
 31  .052167 .046079 .040548 .034459 .027672 .022234 .018264 .015028 
 32  .052217 .046000 .040398 .034274 .027469 .022030 .018067 .014851
 33  .052127 .045815 .040166 .034028 .027225 .021796 .017851 .014659
 34  .052048 .045656 .039968 .033816 .027015 .021596 .017666 .014494
 35  .051963 .045491 .039762 .033598 .026799 .021390 .017475 .014324
 36  .051860 .045291 .039514 .033334 .026538 .021140 .017243 .014119
 37  .051886 .045188 .039340 .033125 .026313 .020913 .017025 .013921
 38  .051805 .045020 .039129 .032898 .026087 .020696 .016823 .013741
 39  .051772 .044932 .039013 .032770 .025957 .020571 .016706 .013636
 40  .051790 .044920 .038982 .032730 .025912 .020524 .016660 .013595
 41  .051854 .044966 .039017 .032755 .025928 .020532 .016664 .013597
 42  .052064 .045149 .039177 .032890 .026034 .020617 .016734 .013654
 43  .052148 .045227 .039246 .032951 .026086 .020659 .016769 .013684
 44  .052216 .045291 .039305 .033003 .026128 .020695 .016799 .013710
 45  .052278 .045348 .039357 .033048 .026166 .020726 .016826 .013731
 46  .052346 .045409 .039412 .033095 .026204 .020757 .016851 .013753
 47  .052516 .045558 .039541 .033204 .026291 .020826 .016908 .013798
 48  .052577 .045610 .039587 .033242 .026322 .020851 .016928 .013815
 49  .052622 .045649 .039621 .033271 .026344 .020869 .016942 .013827
 50  .052660 .045682 .039649 .033295 .026363 .020883 .016954 .013836
                                                                    
JAHR      39      40      41      42      43      44      45        
-48  .025155 .020022 .015471 .012390 .009884 .007203 .003976
