ALTER,USA,EU,JAPAN,CHINA,INDIA,RUSSIA,KOREA
70.0,1823.386159,3463.0450869999995,1022.196978,5680.248107,3231.1494789999997,1259.542,283.29115099999996
71.0,1795.20922,3363.152651,979.29728,5236.514774,2974.795433,1362.21,271.824594
72.0,1752.729554,3249.8717699999997,932.266365,5014.648107,2751.03,1337.102,261.155921
73.0,1700.152541,3145.189334,880.6587350000002,4807.736996,2536.83247,1303.225,250.969312
74.0,1644.0535539999998,3033.436787,823.106463,4393.914774,2306.276914,1033.041,240.86726299999998
75.0,1588.034998,2917.153907,760.1905390000001,3773.1814409999997,2065.837408,870.159,230.36343399999998
76.0,1532.317233,2806.594693,695.584057,3359.359219,1844.504075,665.068,218.875266
77.0,1471.628986,2704.581146,634.6071659999999,3152.448107,1657.9732099999999,606.261,205.716354
78.0,1398.3769730000001,2547.2453769999997,580.3913070000001,2975.825885,1489.5411119999999,725.535,190.088592
79.0,1307.486294,2286.572164,531.362679,2622.581441,1316.471153,654.073,173.598701
80.0,1201.905961,1924.665172,488.0633469999999,2092.714774,1139.399548,716.362,154.268404
81.0,1092.0825539999998,1598.23207,452.414014,1739.47033,978.3337039999999,615.968,131.21814799999999
82.0,987.3198990000001,1398.794634,426.895747,1562.848107,845.913951,598.076,103.452464
83.0,890.61964,1340.190309,413.71791499999995,1449.9369960000001,731.407778,502.597,69.852519
84.0,799.068603,1336.931095,411.73530500000004,1224.1147740000001,618.111482,427.731,29.168461999999998
85.0,710.4417639999999,1314.1202150000001,378.726031,885.381441,504.415186,334.196,20.576913
86.0,625.117813,1234.325668,346.059754,659.559219,402.518889,273.614,10.288457000000001
87.0,544.9555780000001,1113.052343,307.03114400000004,546.648107,320.444815,205.009,5.144228
88.0,470.65575099999995,924.5944630000001,265.302846,502.09255199999996,248.469507,148.493,2.572114
89.0,401.319603,648.211027,221.88309299999997,368.425885,171.4407,102.59,2.572114
90.0,334.78785,281.306258,179.265809,145.648107,84.434939,79.329,2.572114
,,,,,,,
