1,1,1,0,0,0.43,0
1,0.3514567,1,0,0,0.43,0
1,0.2316816,1,0,0,0.43,0
1,0.2209518,1,0,0,0.43,0
1,0.2234871,1,0,0,0.43,0
1,0.2342054,1,0,0,0.43,0
1,0.2327775,1,0,0,0.43,0
1,0.2310626,1,0,0,0.43,0
1,0.2363235,1,0,0,0.43,0
1,0.2396619,1,0,0,0.43,0
1,0.2473764,1,0,0,0.43,0
1,0.2579917,1,0,0,0.43,0
1,0.2678368,1,0,0,0.43,0
1,0.2751582,1,0,0,0.43,0
1,0.2766405,1,0,0,0.43,0
0.93,0.2750762,0.8532751,0,0,0.43,0
0.93,0.2703839,0.8532751,0,0,0.43,0
0.93,0.2663261,0.8532751,0,0,0.43,0
0.93,0.2650406,0.8532751,0,0,0.43,0
0.93,0.2675744,0.8532751,0,0,0.43,0
0.88,0.27515,0.8532751,0,0,0.63,0
0.88,0.2828022,0.8532751,0,0,0.63,0
0.88,0.2920686,0.8532751,0,0,0.63,0
0.88,0.3028917,0.8532751,0,0,0.63,0
0.88,0.3144601,0.8532751,0,0,0.63,0
0.88,0.3260816,0.8532751,0,0,0.63,0
0.88,0.3365833,0.8532751,0,0,0.63,0
0.88,0.3460352,0.8532751,0,0,0.63,0
0.88,0.3534491,0.8532751,0,0,0.63,0
0.88,0.3586787,0.8532751,0,0,0.63,0
0.88,0.361683,0.8532751,0,0,0.63,0
0.88,0.3627086,0.8532751,0,0,0.63,0
0.88,0.3617164,0.8532751,0,0,0.63,0
0.88,0.3596611,0.8532751,0,0,0.63,0
0.88,0.3570173,0.8532751,0,0,0.63,0
0.88,0.3543473,0.8532751,0,0,0.63,0
0.88,0.3521033,0.8532751,0,0,0.63,0
0.88,0.3510747,0.8532751,0,0,0.63,0
0.88,0.3512463,0.8532751,0,0,0.63,0
0.88,0.3528523,0.8532751,0,0,0.63,0
0.88,0.3558901,0.8532751,0,0,0.63,0
0.88,0.3608331,0.8532751,0,0,0.63,0
0.88,0.3674186,0.8532751,0,0,0.63,0
0.88,0.3756815,0.8532751,0,0,0.63,0
0.88,0.3855446,0.8532751,0,0,0.63,0
0.88,0.3971454,2.120524,0,0,0.63,0
0.88,0.4096481,2.120524,0,0,0.63,0
0.88,0.4235215,2.120524,0,0,0.63,0
0.88,0.4386874,2.120524,0,0,0.63,0
0.88,0.4555089,2.120524,0,0,0.63,0
1.14,0.4738681,2.120524,0,0,1,0
1.14,0.4949206,2.120524,0,0,1,0
1.14,0.5165711,2.120524,0,0,1,0
1.14,0.5390914,2.120524,0,0,1,0
1.14,0.5601189,2.120524,0,0,1,0
1.14,0.579056,2.120524,0,0,1,0
1.14,0.5942125,2.120524,0,0,1,0
1.14,0.6083103,2.120524,0,0,1,0
1.14,0.6207168,2.120524,0,0,1,0
1.14,0.6350174,2.120524,0,0,1,0
1.14,0.6547209,2.120524,0,0,1,0
1.14,0.6832104,2.120524,0,0,1,0
1.14,0.7211725,2.120524,0,0,1,0
1.14,0.7701834,2.120524,0,0,1,0
1.14,0.8129911,2.120524,0,0,1,0
5.69,0.8587171,5.7816594,0,0,1.5,0
5.69,0.9031791,5.7816594,0,0,1.5,0
5.69,0.9431532,5.7816594,0,0,1.5,0
5.69,0.9751422,5.7816594,0,0,1.5,0
5.69,1.014397,5.7816594,0,0,1.5,0
5.7,1.0498993,6.6078602,0,0,1.5,0
5.7,1.0834807,6.6078602,0,0,1.5,0
5.7,1.1166821,6.6078602,0,0,1.5,0
5.7,1.1521006,6.6078602,0,0,1.5,0
5.7,1.1906304,6.6078602,0,0,1.5,0
9.68,1.2300479,7.3283843,0,0,1.96,0
9.68,1.269625,7.3283843,0,0,1.96,0
9.68,1.3095097,7.3283843,0,0,1.96,0
9.68,1.3488492,7.3283843,0,0,1.96,0
9.68,1.3862796,7.3283843,0,0,1.96,0
1.4221971,7.3283843,1.99,0,0,1.96,0
1.4552736,7.3283843,1.99,0,0,1.96,0
1.4834429,7.3283843,1.99,0,0,1.96,0
1.5080293,7.3283843,1.99,0,0,1.96,0
1.5274179,7.3283843,1.99,0,0,1.96,0
1.5439113,7.3283843,1.99,0,0,1.96,0
1.5594416,7.3283843,1.99,0,0,1.96,0
1.5760953,7.3283843,1.99,0,0,1.96,0
1.590522,7.3283843,1.99,0,0,1.96,0
1.6028765,7.3283843,1.99,0,0,1.96,0
1.6118603,7.3283843,1.99,0,0,1.96,0
