CHINA
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
BASELINE PATH
 
Macroeconomic variables:                                                        Prices:                      Tax rates:                                                      Tax revenues:(/Y)                                 Government indicators:
------------------------------------------------------------------------------------    -------------------------    ------------------------------------------------------------    ----------------------------------------------    ------------------------------------------------------------
YEAR   K   L   L1   L2   YY   GDP   C/GDP   CA/GDP   TB/GDP   TRF/GDP   I/GDP   BEQ/GDP   YEAR   RG   W1   W2   YEAR   OAS   HI   DI   CONS   WAGE   CAP   INH   CORP   YEAR   CONS/GDP   WAGE/GDP   CAP/GDP   INH/GDP   CORP/GDP   OIL/GDP   SUM/GDP PENS/GDP SUM2/GDP     YEAR  PB/GDP   HB/GDP   DB/GDP   EDU/GDP OTH/GDP   INT/GDP B/GDP     DEF/GDP  TOT/GDP  WEALTH_SH  
2035   2.650    4.331    4.817    3.199    3.495    3.421   42.873    2.411    1.038   -1.275  20.953   0.715     2035  8.479   0.732   1.607     2035  2.431  10.168   0.000  46.096   6.266   3.000   0.000  30.000     2035 19.763    4.048    0.546    0.000    6.455    0.199   31.010    1.558   32.568      2035  1.558    6.515    0.000    2.834   27.357    1.772   20.895    0.952   40.036    0.346
2036   2.762    4.539    5.053    3.341    3.654    3.576   43.414    2.209    0.589   -1.283  20.681   0.741     2036  8.521   0.730   1.608     2036  2.356  10.644   0.000  45.478   6.258   3.000   0.000  30.000     2036 19.744    4.044    0.555    0.000    6.468    0.193   31.003    1.515   32.518      2036  1.515    6.841    0.000    2.793   27.342    1.781   20.899    0.912   40.271    0.354
2037   2.876    4.746    5.288    3.483    3.814    3.732   43.904    2.016    0.171   -1.289  20.404   0.767     2037  8.553   0.728   1.610     2037  2.280  11.144   0.000  44.959   6.256   3.000   0.000  30.000     2037 19.739    4.043    0.562    0.000    6.478    0.187   31.010    1.469   32.479      2037  1.469    7.181    0.000    2.756   27.338    1.788   20.902    0.872   40.532    0.362
2038   2.991    4.952    5.522    3.623    3.973    3.887   44.351    1.776   -0.272   -1.294  20.176   0.794     2038  8.577   0.726   1.612     2038  2.206  11.666   0.000  44.519   6.256   3.000   0.000  30.000     2038 19.745    4.044    0.569    0.000    6.486    0.181   31.025    1.424   32.449      2038  1.424    7.532    0.000    2.724   27.342    1.793   20.905    0.834   40.814    0.369
2039   3.107    5.155    5.753    3.761    4.131    4.041   44.754    1.606   -0.620   -1.298  19.879   0.823     2039  8.591   0.725   1.615     2039  2.136  12.199   0.000  44.162   6.261   3.000   0.000  30.000     2039 19.764    4.048    0.575    0.000    6.491    0.176   31.053    1.381   32.435      2039  1.381    7.889    0.000    2.697   27.352    1.796   20.908    0.792   41.116    0.375
2040   3.223    5.355    5.982    3.895    4.288    4.194   45.129    1.468   -0.919   -1.300  19.546   0.856     2040  8.599   0.723   1.619     2040  2.071  12.740   0.000  43.868   6.270   3.000   0.000  30.000     2040 19.797    4.055    0.580    0.000    6.494    0.170   31.096    1.341   32.437      2040  1.341    8.249    0.000    2.678   27.368    1.798   20.911    0.748   41.434    0.380
2041   3.337    5.551    6.205    4.026    4.441    4.343   45.490    1.313   -1.223   -1.303  19.214   0.892     2041  8.603   0.722   1.622     2041  2.013  13.303   0.000  43.614   6.282   3.000   0.000  30.000     2041 19.840    4.064    0.584    0.000    6.496    0.165   31.150    1.303   32.453      2041  1.303    8.614    0.000    2.666   27.390    1.799   20.913    0.706   41.773    0.385
2042   3.449    5.743    6.424    4.153    4.591    4.489   45.847    1.150   -1.521   -1.305  18.861   0.932     2042  8.605   0.721   1.625     2042  1.959  13.880   0.000  43.392   6.298   3.000   0.000  30.000     2042 19.894    4.075    0.589    0.000    6.497    0.161   31.215    1.268   32.483      2042  1.268    8.989    0.000    2.663   27.417    1.800   20.915    0.665   42.137    0.390
2043   3.558    5.929    6.638    4.276    4.737    4.632   46.206    1.085   -1.710   -1.306  18.376   0.974     2043  8.607   0.720   1.629     2043  1.908  14.478   0.000  43.199   6.319   3.000   0.000  30.000     2043 19.961    4.088    0.592    0.000    6.498    0.157   31.297    1.235   32.532      2043  1.235    9.376    0.000    2.667   27.445    1.800   20.918    0.616   42.524    0.394
2044   3.661    6.109    6.845    4.394    4.877    4.768   46.598    0.916   -2.001   -1.309  17.943   1.021     2044  8.614   0.719   1.632     2044  1.862  15.092   0.000  42.994   6.341   3.000   0.000  30.000     2044 20.034    4.103    0.596    0.000    6.501    0.154   31.389    1.206   32.595      2044  1.206    9.775    0.000    2.678   27.477    1.802   20.919    0.568   42.938    0.397
2045   3.758    6.281    7.042    4.505    5.009    4.897   47.026    0.738   -2.291   -1.311  17.451   1.074     2045  8.623   0.718   1.635     2045  1.824  15.726   0.000  42.785   6.368   3.000   0.000  30.000     2045 20.120    4.121    0.600    0.000    6.504    0.151   31.496    1.181   32.677      2045  1.181   10.186    0.000    2.696   27.513    1.804   20.921    0.518   43.380    0.399
2046   3.848    6.443    7.230    4.609    5.133    5.018   47.503    0.501   -2.633   -1.313  16.938   1.135     2046  8.636   0.717   1.638     2046  1.794  16.381   0.000  42.554   6.397   3.000   0.000  30.000     2046 20.215    4.140    0.603    0.000    6.507    0.149   31.615    1.162   32.777      2046  1.162   10.611    0.000    2.719   27.556    1.807   20.922    0.467   43.854    0.401
2047   3.928    6.595    7.406    4.704    5.248    5.129   48.042    0.287   -2.938   -1.316  16.306   1.205     2047  8.653   0.715   1.640     2047  1.771  17.063   0.000  42.323   6.434   3.000   0.000  30.000     2047 20.333    4.165    0.607    0.000    6.512    0.148   31.764    1.147   32.911      2047  1.147   11.052    0.000    2.746   27.603    1.810   20.922    0.395   44.359    0.402
2048   3.997    6.727    7.560    4.788    5.347    5.226   48.804   -2.557   -5.865   -1.318  18.050   1.284     2048  8.672   0.714   1.642     2048  1.838  17.778   0.000  41.051   6.340   3.000   0.000  30.000     2048 20.035    4.104    0.610    0.000    6.518    0.147   31.413    1.190   32.603      2048  1.190   11.516    0.000    2.775   27.653    1.814   20.923    0.830   44.948    0.402
2049   4.107    7.091    8.040    4.880    5.559    5.433   48.622    3.836    0.699   -1.297  19.719   1.343     2049  8.836   0.698   1.675     2049  1.933   0.647   0.000  41.863   6.440   3.000   0.000  30.000     2049 20.355    4.169    0.609    0.000    6.564    0.144   31.841    1.252   33.093      2049  1.252    0.419    0.000    2.805   27.706    1.849   20.924    0.519   34.031    0.402
2050   4.265    7.221    8.195    4.953    5.697    5.568   48.930    3.708    0.277   -1.310  19.752   1.327     2050  8.652   0.702   1.691     2050  2.103   0.649   0.000  41.797   6.469   3.000   0.000  30.000     2050 20.451    4.189    0.613    0.000    6.513    0.143   31.909    1.363   33.271      2050  1.363    0.421    0.000    2.835   27.756    1.811   20.925    0.492   34.184    0.407
2051   4.423    7.344    8.340    5.022    5.831    5.698   49.264    3.520   -0.177   -1.322  19.791   1.326     2051  8.471   0.706   1.707     2051  2.311   0.652   0.000  41.707   6.499   3.000   0.000  30.000     2051 20.547    4.208    0.616    0.000    6.461    0.142   31.974    1.497   33.471      2051  1.497    0.422    0.000    2.863   27.807    1.773   20.925    0.469   34.362    0.412
2052   4.581    7.460    8.478    5.089    5.961    5.826   49.621    3.282   -0.652   -1.333  19.829   1.324     2052  8.293   0.710   1.722     2052  2.551   0.655   0.000  41.593   6.527   3.000   0.000  30.000     2052 20.639    4.227    0.618    0.000    6.409    0.141   32.034    1.652   33.686      2052  1.652    0.424    0.000    2.889   27.858    1.735   20.926    0.449   34.559    0.416
2053   4.740    7.572    8.609    5.154    6.089    5.951   50.000    2.992   -1.146   -1.341  19.874   1.320     2053  8.121   0.714   1.737     2053  2.823   0.658   0.000  41.445   6.553   3.000   0.000  30.000     2053 20.723    4.244    0.620    0.000    6.356    0.140   32.083    1.829   33.912      2053  1.829    0.426    0.000    2.911   27.905    1.700   20.926    0.432   34.770    0.420
2054   4.898    7.679    8.734    5.219    6.215    6.074   50.400    2.652   -1.657   -1.348  19.928   1.318     2054  7.956   0.718   1.751     2054  3.127   0.660   0.000  41.256   6.574   3.000   0.000  30.000     2054 20.793    4.259    0.620    0.000    6.305    0.139   32.116    2.026   34.142      2054  2.026    0.428    0.000    2.926   27.946    1.665   20.927    0.420   34.990    0.422
2055   5.057    7.784    8.857    5.285    6.340    6.195   50.815    2.277   -2.170   -1.354  19.985   1.317     2055  7.798   0.722   1.764     2055  3.456   0.662   0.000  41.027   6.591   3.000   0.000  30.000     2055 20.848    4.270    0.620    0.000    6.255    0.138   32.131    2.239   34.370      2055  2.239    0.429    0.000    2.934   27.976    1.632   20.927    0.411   35.210    0.425
2056   5.216    7.889    8.978    5.353    6.464    6.317   51.243    1.889   -2.661   -1.357  20.027   1.321     2056  7.649   0.727   1.775     2056  3.802   0.664   0.000  40.763   6.603   3.000   0.000  30.000     2056 20.888    4.278    0.618    0.000    6.206    0.138   32.129    2.463   34.592      2056  2.463    0.430    0.000    2.935   27.994    1.601   20.928    0.402   35.424    0.426
2057   5.374    7.994    9.097    5.423    6.588    6.438   51.685    1.498   -3.123   -1.359  20.042   1.334     2057  7.508   0.731   1.786     2057  4.167   0.665   0.000  40.471   6.611   3.000   0.000  30.000     2057 20.918    4.284    0.616    0.000    6.159    0.137   32.115    2.700   34.814      2057  2.700    0.431    0.000    2.931   28.002    1.571   20.928    0.390   35.635    0.427
2058   5.532    8.097    9.214    5.493    6.711    6.558   52.145    1.091   -3.572   -1.358  20.038   1.366     2058  7.376   0.735   1.796     2058  4.553   0.666   0.000  40.158   6.617   3.000   0.000  30.000     2058 20.940    4.289    0.614    0.000    6.114    0.136   32.093    2.950   35.043      2058  2.950    0.432    0.000    2.924   28.002    1.544   20.928    0.377   35.851    0.427
2059   5.688    8.197    9.326    5.565    6.832    6.676   52.623    0.550   -4.127   -1.357  20.127   1.430     2059  7.250   0.739   1.805     2059  4.961   0.667   0.000  39.813   6.620   3.000   0.000  30.000     2059 20.951    4.291    0.610    0.000    6.070    0.135   32.058    3.215   35.272      2059  3.215    0.432    0.000    2.916   27.997    1.517   20.929    0.373   36.077    0.427
2060   5.846    8.298    9.439    5.638    6.954    6.795   53.087    0.115   -4.537   -1.353  20.086   1.549     2060  7.130   0.743   1.813     2060  5.365   0.667   0.000  39.495   6.624   3.000   0.000  30.000     2060 20.967    4.294    0.606    0.000    6.028    0.135   32.030    3.476   35.505      2060  3.476    0.432    0.000    2.908   27.990    1.492   20.929    0.361   36.298    0.426
2061   6.000    8.398    9.550    5.712    7.074    6.912   53.549   -0.300   -4.903   -1.348  20.005   1.742     2061  7.018   0.747   1.821     2061  5.769   0.667   0.000  39.194   6.630   3.000   0.000  30.000     2061 20.988    4.299    0.601    0.000    5.987    0.134   32.009    3.738   35.746      2061  3.738    0.432    0.000    2.902   27.982    1.469   20.930    0.344   36.523    0.425
2062   6.151    8.494    9.655    5.786    7.190    7.025   54.007   -0.746   -5.278   -1.341  19.933   2.014     2062  6.914   0.751   1.827     2062  6.198   0.667   0.000  38.898   6.635   3.000   0.000  30.000     2062 21.008    4.303    0.595    0.000    5.949    0.133   31.988    4.016   36.004      2062  4.016    0.432    0.000    2.897   27.975    1.447   20.930    0.331   36.768    0.423
2063   6.299    8.589    9.759    5.860    7.304    7.136   54.443   -1.161   -5.601   -1.334  19.827   2.355     2063  6.817   0.755   1.832     2063  6.608   0.666   0.000  38.633   6.642   3.000   0.000  30.000     2063 21.033    4.308    0.589    0.000    5.913    0.132   31.976    4.281   36.257      2063  4.281    0.432    0.000    2.894   27.971    1.427   20.931    0.316   37.005    0.421
2064   6.441    8.681    9.861    5.930    7.414    7.244   54.853   -1.546   -5.874   -1.325  19.692   2.747     2064  6.728   0.759   1.838     2064  7.001   0.665   0.000  38.402   6.651   3.000   0.000  30.000     2064 21.064    4.314    0.583    0.000    5.879    0.131   31.973    4.536   36.509      2064  4.536    0.431    0.000    2.894   27.969    1.408   20.931    0.298   37.238    0.418
2065   6.578    8.770    9.959    5.998    7.520    7.347   55.232   -1.895   -6.096   -1.316  19.531   3.174     2065  6.646   0.762   1.843     2065  7.379   0.664   0.000  38.205   6.662   3.000   0.000  30.000     2065 21.101    4.322    0.577    0.000    5.848    0.130   31.978    4.782   36.760      2065  4.782    0.430    0.000    2.896   27.971    1.391   20.931    0.280   37.470    0.415
2066   6.709    8.855   10.053    6.061    7.620    7.445   55.578   -2.196   -6.257   -1.306  19.336   3.620     2066  6.571   0.765   1.848     2066  7.745   0.662   0.000  38.045   6.676   3.000   0.000  30.000     2066 21.145    4.331    0.570    0.000    5.819    0.130   31.994    5.019   37.013      2066  5.019    0.429    0.000    2.900   27.977    1.375   20.932    0.259   37.701    0.411
2067   6.831    8.935   10.142    6.121    7.715    7.537   55.890   -2.452   -6.364   -1.296  19.114   4.072     2067  6.502   0.768   1.853     2067  8.102   0.660   0.000  37.924   6.691   3.000   0.000  30.000     2067 21.196    4.341    0.563    0.000    5.791    0.129   32.021    5.250   37.271      2067  5.250    0.428    0.000    2.908   27.987    1.361   20.932    0.235   37.934    0.407
2068   6.945    9.007   10.222    6.175    7.801    7.622   56.170   -2.649   -6.407   -1.286  18.853   4.515     2068  6.439   0.770   1.857     2068  8.455   0.658   0.000  37.842   6.710   3.000   0.000  30.000     2068 21.256    4.354    0.556    0.000    5.766    0.128   32.061    5.479   37.539      2068  5.479    0.427    0.000    2.919   28.002    1.348   20.933    0.207   38.173    0.403
2069   7.049    9.071   10.293    6.223    7.878    7.697   56.427   -2.806   -6.407   -1.277  18.563   4.939     2069  6.381   0.772   1.861     2069  8.813   0.656   0.000  37.792   6.731   3.000   0.000  30.000     2069 21.325    4.368    0.550    0.000    5.743    0.128   32.113    5.711   37.824      2069  5.711    0.425    0.000    2.932   28.022    1.336   20.933    0.177   38.426    0.398
2070   7.141    9.124   10.351    6.263    7.945    7.762   56.665   -2.949   -6.394   -1.268  18.269   5.336     2070  6.328   0.775   1.865     2070  9.182   0.654   0.000  37.765   6.755   3.000   0.000  30.000     2070 21.400    4.383    0.543    0.000    5.721    0.128   32.175    5.950   38.125      2070  5.950    0.424    0.000    2.949   28.048    1.325   20.933    0.146   38.695    0.393
2071   7.222    9.165   10.396    6.295    8.000    7.816   56.887   -3.065   -6.354   -1.259  17.956   5.696     2071  6.278   0.777   1.868     2071  9.562   0.652   0.000  37.765   6.781   3.000   0.000  30.000     2071 21.483    4.400    0.537    0.000    5.701    0.128   32.249    6.197   38.445      2071  6.197    0.422    0.000    2.967   28.081    1.314   20.933    0.113   38.981    0.388
2072   7.291    9.194   10.428    6.317    8.044    7.859   57.112   -3.361   -6.496   -1.251  17.823   6.011     2072  6.232   0.778   1.872     2072  9.957   0.650   0.000  37.722   6.800   3.000   0.000  30.000     2072 21.544    4.413    0.531    0.000    5.681    0.129   32.297    6.452   38.749      2072  6.452    0.421    0.000    2.985   28.113    1.304   20.932    0.104   39.275    0.383
2073   7.353    9.221   10.458    6.339    8.084    7.898   57.272   -3.659   -6.629   -1.243  17.748   6.266     2073  6.192   0.780   1.875     2073 10.339   0.648   0.000  37.709   6.817   3.000   0.000  30.000     2073 21.597    4.423    0.524    0.000    5.665    0.129   32.339    6.700   39.038      2073  6.700    0.420    0.000    3.002   28.142    1.296   20.932    0.102   39.560    0.377
2074   7.411    9.251   10.490    6.361    8.123    7.936   57.356   -3.935   -6.727   -1.234  17.716   6.455     2074  6.157   0.781   1.877     2074 10.698   0.647   0.000  37.736   6.832   3.000   0.000  30.000     2074 21.644    4.433    0.518    0.000    5.650    0.130   32.375    6.932   39.307      2074  6.932    0.419    0.000    3.019   28.171    1.289   20.932    0.103   39.830    0.371
2075   7.466    9.283   10.525    6.386    8.163    7.976   57.359   -4.174   -6.774   -1.224  17.716   6.572     2075  6.129   0.783   1.879     2075 11.027   0.646   0.000  37.809   6.846   3.000   0.000  30.000     2075 21.687    4.442    0.511    0.000    5.638    0.131   32.408    7.146   39.554      2075  7.146    0.419    0.000    3.035   28.198    1.283   20.931    0.107   40.080    0.365
2076   7.520    9.319   10.565    6.413    8.205    8.016   57.285   -4.367   -6.764   -1.213  17.739   6.612     2076  6.104   0.784   1.881     2076 11.325   0.646   0.000  37.928   6.859   3.000   0.000  30.000     2076 21.727    4.450    0.504    0.000    5.627    0.131   32.440    7.339   39.778      2076  7.339    0.419    0.000    3.050   28.224    1.278   20.931    0.112   40.309    0.359
2077   7.574    9.358   10.609    6.443    8.248    8.059   57.141   -4.520   -6.705   -1.201  17.784   6.575     2077  6.083   0.785   1.882     2077 11.593   0.646   0.000  38.088   6.871   3.000   0.000  30.000     2077 21.764    4.458    0.497    0.000    5.618    0.132   32.469    7.512   39.981      2077  7.512    0.419    0.000    3.065   28.248    1.273   20.931    0.117   40.517    0.353
